epoch;model;time;training_time;testing_time;delta_time;emissions;dataset;encoding;num_slices;num_dimensions;accuracy
epoch;100;DWN;2025-05-27 21:21:36;0.0033;2.7873;2.7906;;Statlog (Shuttle);Distributive;;;0.9964
epoch;100;DWN;2025-05-27 21:28:50;0.0034;2.6947;2.6982;;Statlog (Shuttle);Distributive;;;0.9964
epoch;100;DWN;2025-05-27 21:36:09;0.0034;2.7613;2.7647;;Statlog (Shuttle);Distributive;;;0.9962
epoch;100;DWN;2025-05-27 21:43:21;0.0034;2.8057;2.8091;;Statlog (Shuttle);Distributive;;;0.9949
epoch;100;DWN;2025-05-27 21:50:34;0.0033;2.6766;2.6799;;Statlog (Shuttle);Distributive;;;0.9946
epoch;100;DWN;2025-05-27 21:57:46;0.0035;2.8385;2.8420;;Statlog (Shuttle);Gaussian;;;0.9960
epoch;100;DWN;2025-05-27 22:04:57;0.0033;2.8005;2.8039;;Statlog (Shuttle);Gaussian;;;0.9956
epoch;100;DWN;2025-05-27 22:12:15;0.0033;2.8637;2.8670;;Statlog (Shuttle);Gaussian;;;0.9955
epoch;100;DWN;2025-05-27 22:19:36;0.0034;2.6685;2.6719;;Statlog (Shuttle);Gaussian;;;0.9964
epoch;100;DWN;2025-05-27 22:26:48;0.0034;2.8356;2.8390;;Statlog (Shuttle);Gaussian;;;0.9961
epoch;100;DWN;2025-05-27 22:34:12;0.0033;2.7387;2.7420;;Statlog (Shuttle);Gaussian;;;0.9965
epoch;100;DWN;2025-05-27 22:41:27;0.0034;2.7788;2.7822;;Statlog (Shuttle);Gaussian;;;0.9957
epoch;100;DWN;2025-05-27 22:48:43;0.0033;2.7398;2.7431;;Statlog (Shuttle);Gaussian;;;0.9963
epoch;100;DWN;2025-05-27 22:56:03;0.0034;2.8238;2.8271;;Statlog (Shuttle);Gaussian;;;0.9961
epoch;100;DWN;2025-05-27 23:03:23;0.0034;2.7216;2.7249;;Statlog (Shuttle);Gaussian;;;0.9956
epoch;100;DWN;2025-05-27 23:10:44;0.0033;2.8194;2.8227;;Statlog (Shuttle);Linear;;;0.9947
epoch;100;DWN;2025-05-27 23:18:01;0.0035;2.7774;2.7809;;Statlog (Shuttle);Linear;;;0.9831
epoch;100;DWN;2025-05-27 23:25:25;0.0035;2.7743;2.7777;;Statlog (Shuttle);Linear;;;0.9923
epoch;100;DWN;2025-05-27 23:32:53;0.0034;2.7773;2.7807;;Statlog (Shuttle);Linear;;;0.9952
epoch;100;DWN;2025-05-27 23:40:17;0.0033;2.7500;2.7533;;Statlog (Shuttle);Linear;;;0.9926
epoch;100;DWN;2025-05-27 23:47:37;0.0037;2.7810;2.7847;;Statlog (Shuttle);Linear;;;0.9925
epoch;100;DWN;2025-05-27 23:54:54;0.0037;2.8683;2.8720;;Statlog (Shuttle);Linear;;;0.9934
epoch;100;DWN;2025-05-28 00:02:19;0.0038;2.7054;2.7091;;Statlog (Shuttle);Linear;;;0.9946
epoch;100;DWN;2025-05-28 00:09:47;0.0039;2.7476;2.7515;;Statlog (Shuttle);Linear;;;0.9928
epoch;100;DWN;2025-05-28 00:17:19;0.0037;2.7239;2.7276;;Statlog (Shuttle);Linear;;;0.9941
epoch;100;DWN;2025-05-28 00:17:29;0.0029;0.0812;0.0840;;Ecoli;Distributive;;;0.6577
epoch;100;DWN;2025-05-28 00:17:36;0.0028;0.0813;0.0841;;Ecoli;Distributive;;;0.7387
epoch;100;DWN;2025-05-28 00:17:43;0.0027;0.0791;0.0818;;Ecoli;Distributive;;;0.7928
epoch;100;DWN;2025-05-28 00:17:51;0.0027;0.0798;0.0825;;Ecoli;Distributive;;;0.6577
epoch;100;DWN;2025-05-28 00:17:58;0.0028;0.0859;0.0887;;Ecoli;Distributive;;;0.6757
epoch;100;DWN;2025-05-28 00:18:06;0.0027;0.0891;0.0918;;Ecoli;Distributive;;;0.7117
epoch;100;DWN;2025-05-28 00:18:13;0.0028;0.0796;0.0824;;Ecoli;Distributive;;;0.7207
epoch;100;DWN;2025-05-28 00:18:21;0.0027;0.0821;0.0848;;Ecoli;Distributive;;;0.6757
epoch;100;DWN;2025-05-28 00:18:29;0.0029;0.0800;0.0829;;Ecoli;Distributive;;;0.6937
epoch;100;DWN;2025-05-28 00:18:36;0.0030;0.0797;0.0827;;Ecoli;Distributive;;;0.6937
epoch;100;DWN;2025-05-28 00:18:44;0.0028;0.0806;0.0834;;Ecoli;Gaussian;;;0.8018
epoch;100;DWN;2025-05-28 00:18:52;0.0030;0.0806;0.0837;;Ecoli;Gaussian;;;0.7207
epoch;100;DWN;2025-05-28 00:19:00;0.0030;0.0920;0.0950;;Ecoli;Gaussian;;;0.7297
epoch;100;DWN;2025-05-28 00:19:08;0.0032;0.0951;0.0983;;Ecoli;Gaussian;;;0.7477
epoch;100;DWN;2025-05-28 00:19:16;0.0028;0.0806;0.0834;;Ecoli;Gaussian;;;0.7838
epoch;100;DWN;2025-05-28 00:19:24;0.0029;0.0803;0.0832;;Ecoli;Gaussian;;;0.6937
epoch;100;DWN;2025-05-28 00:19:31;0.0030;0.0790;0.0819;;Ecoli;Gaussian;;;0.7658
epoch;100;DWN;2025-05-28 00:19:39;0.0034;0.0816;0.0849;;Ecoli;Gaussian;;;0.8378
epoch;100;DWN;2025-05-28 00:19:48;0.0030;0.0800;0.0830;;Ecoli;Gaussian;;;0.8378
epoch;100;DWN;2025-05-28 00:19:56;0.0031;0.0881;0.0912;;Ecoli;Gaussian;;;0.6757
epoch;100;DWN;2025-05-28 00:20:03;0.0029;0.0959;0.0988;;Ecoli;Linear;;;0.7568
epoch;100;DWN;2025-05-28 00:20:11;0.0028;0.0807;0.0835;;Ecoli;Linear;;;0.7117
epoch;100;DWN;2025-05-28 00:20:18;0.0031;0.0814;0.0845;;Ecoli;Linear;;;0.7387
epoch;100;DWN;2025-05-28 00:20:26;0.0032;0.0802;0.0834;;Ecoli;Linear;;;0.7838
epoch;100;DWN;2025-05-28 00:20:35;0.0030;0.0802;0.0832;;Ecoli;Linear;;;0.7568
epoch;100;DWN;2025-05-28 00:20:43;0.0028;0.0802;0.0830;;Ecoli;Linear;;;0.7477
epoch;100;DWN;2025-05-28 00:20:50;0.0035;0.0806;0.0841;;Ecoli;Linear;;;0.6937
epoch;100;DWN;2025-05-28 00:20:58;0.0030;0.0850;0.0880;;Ecoli;Linear;;;0.6757
epoch;100;DWN;2025-05-28 00:21:05;0.0028;0.0879;0.0907;;Ecoli;Linear;;;0.6847
epoch;100;DWN;2025-05-28 00:21:13;0.0033;0.0797;0.0831;;Ecoli;Linear;;;0.7568
epoch;100;DWN;2025-05-28 00:21:21;0.0029;0.0800;0.0828;;Iris;Distributive;;;0.9600
epoch;100;DWN;2025-05-28 00:21:27;0.0029;0.0806;0.0835;;Iris;Distributive;;;0.9800
epoch;100;DWN;2025-05-28 00:21:33;0.0027;0.0844;0.0871;;Iris;Distributive;;;0.9400
epoch;100;DWN;2025-05-28 00:21:39;0.0028;0.0814;0.0843;;Iris;Distributive;;;0.9800
epoch;100;DWN;2025-05-28 00:21:45;0.0026;0.0806;0.0833;;Iris;Distributive;;;0.9600
epoch;100;DWN;2025-05-28 00:21:51;0.0028;0.0895;0.0923;;Iris;Distributive;;;1.0000
epoch;100;DWN;2025-05-28 00:21:57;0.0029;0.0794;0.0824;;Iris;Distributive;;;0.9800
epoch;100;DWN;2025-05-28 00:22:03;0.0028;0.0931;0.0959;;Iris;Distributive;;;0.9400
epoch;100;DWN;2025-05-28 00:22:09;0.0035;0.0837;0.0872;;Iris;Distributive;;;0.9800
epoch;100;DWN;2025-05-28 00:22:16;0.0035;0.0839;0.0874;;Iris;Distributive;;;0.9800
epoch;100;DWN;2025-05-28 00:22:22;0.0029;0.0795;0.0823;;Iris;Gaussian;;;0.9600
epoch;100;DWN;2025-05-28 00:22:28;0.0026;0.0818;0.0844;;Iris;Gaussian;;;0.9600
epoch;100;DWN;2025-05-28 00:22:34;0.0028;0.0805;0.0833;;Iris;Gaussian;;;0.9600
epoch;100;DWN;2025-05-28 00:22:40;0.0027;0.0799;0.0826;;Iris;Gaussian;;;0.9600
epoch;100;DWN;2025-05-28 00:22:46;0.0027;0.0923;0.0950;;Iris;Gaussian;;;0.9800
epoch;100;DWN;2025-05-28 00:22:52;0.0027;0.0851;0.0878;;Iris;Gaussian;;;0.9800
epoch;100;DWN;2025-05-28 00:22:58;0.0028;0.0962;0.0990;;Iris;Gaussian;;;1.0000
epoch;100;DWN;2025-05-28 00:23:04;0.0027;0.0814;0.0841;;Iris;Gaussian;;;0.9800
epoch;100;DWN;2025-05-28 00:23:10;0.0028;0.0831;0.0859;;Iris;Gaussian;;;0.9600
epoch;100;DWN;2025-05-28 00:23:16;0.0027;0.0809;0.0836;;Iris;Gaussian;;;0.9200
epoch;100;DWN;2025-05-28 00:23:22;0.0029;0.0841;0.0870;;Iris;Linear;;;0.9600
epoch;100;DWN;2025-05-28 00:23:29;0.0027;0.0872;0.0899;;Iris;Linear;;;1.0000
epoch;100;DWN;2025-05-28 00:23:35;0.0026;0.0806;0.0832;;Iris;Linear;;;0.9800
epoch;100;DWN;2025-05-28 00:23:41;0.0028;0.0940;0.0969;;Iris;Linear;;;0.9600
epoch;100;DWN;2025-05-28 00:23:47;0.0027;0.0873;0.0900;;Iris;Linear;;;0.9800
epoch;100;DWN;2025-05-28 00:23:53;0.0029;0.0930;0.0958;;Iris;Linear;;;0.9800
epoch;100;DWN;2025-05-28 00:23:59;0.0029;0.0814;0.0843;;Iris;Linear;;;1.0000
epoch;100;DWN;2025-05-28 00:24:05;0.0027;0.0809;0.0836;;Iris;Linear;;;0.9600
epoch;100;DWN;2025-05-28 00:24:11;0.0027;0.0828;0.0855;;Iris;Linear;;;0.9800
epoch;100;DWN;2025-05-28 00:24:17;0.0029;0.0802;0.0832;;Iris;Linear;;;0.9600
epoch;100;DWN;2025-05-28 00:25:08;0.0028;0.2964;0.2991;;Wine Quality;Distributive;;;0.5706
epoch;100;DWN;2025-05-28 00:25:57;0.0027;0.2637;0.2664;;Wine Quality;Distributive;;;0.5534
epoch;100;DWN;2025-05-28 00:26:45;0.0026;0.2658;0.2684;;Wine Quality;Distributive;;;0.5399
epoch;100;DWN;2025-05-28 00:27:31;0.0027;0.2547;0.2574;;Wine Quality;Distributive;;;0.5524
epoch;100;DWN;2025-05-28 00:28:19;0.0033;0.2717;0.2750;;Wine Quality;Distributive;;;0.5464
epoch;100;DWN;2025-05-28 00:29:07;0.0029;0.2703;0.2732;;Wine Quality;Distributive;;;0.5338
epoch;100;DWN;2025-05-28 00:29:55;0.0029;0.2470;0.2500;;Wine Quality;Distributive;;;0.5399
epoch;100;DWN;2025-05-28 00:30:44;0.0033;0.2860;0.2894;;Wine Quality;Distributive;;;0.5380
epoch;100;DWN;2025-05-28 00:31:31;0.0029;0.2491;0.2520;;Wine Quality;Distributive;;;0.5385
epoch;100;DWN;2025-05-28 00:32:17;0.0030;0.2410;0.2441;;Wine Quality;Distributive;;;0.5413
epoch;100;DWN;2025-05-28 00:33:05;0.0026;0.2494;0.2520;;Wine Quality;Gaussian;;;0.5552
epoch;100;DWN;2025-05-28 00:33:52;0.0028;0.2498;0.2526;;Wine Quality;Gaussian;;;0.5473
epoch;100;DWN;2025-05-28 00:34:38;0.0031;0.2429;0.2460;;Wine Quality;Gaussian;;;0.5427
epoch;100;DWN;2025-05-28 00:35:24;0.0030;0.2486;0.2516;;Wine Quality;Gaussian;;;0.5380
epoch;100;DWN;2025-05-28 00:36:10;0.0030;0.2389;0.2419;;Wine Quality;Gaussian;;;0.5408
epoch;100;DWN;2025-05-28 00:36:56;0.0032;0.2551;0.2583;;Wine Quality;Gaussian;;;0.5198
epoch;100;DWN;2025-05-28 00:37:42;0.0031;0.2534;0.2565;;Wine Quality;Gaussian;;;0.5417
epoch;100;DWN;2025-05-28 00:38:29;0.0030;0.2527;0.2557;;Wine Quality;Gaussian;;;0.5441
epoch;100;DWN;2025-05-28 00:39:16;0.0030;0.2431;0.2461;;Wine Quality;Gaussian;;;0.5347
epoch;100;DWN;2025-05-28 00:40:03;0.0031;0.2477;0.2508;;Wine Quality;Gaussian;;;0.5375
epoch;100;DWN;2025-05-28 00:40:50;0.0030;0.2563;0.2593;;Wine Quality;Linear;;;0.5413
epoch;100;DWN;2025-05-28 00:41:39;0.0028;0.2679;0.2707;;Wine Quality;Linear;;;0.5371
epoch;100;DWN;2025-05-28 00:42:26;0.0029;0.2582;0.2610;;Wine Quality;Linear;;;0.5287
epoch;100;DWN;2025-05-28 00:43:16;0.0031;0.2714;0.2745;;Wine Quality;Linear;;;0.5385
epoch;100;DWN;2025-05-28 00:44:04;0.0032;0.2558;0.2590;;Wine Quality;Linear;;;0.5324
epoch;100;DWN;2025-05-28 00:44:52;0.0032;0.2589;0.2621;;Wine Quality;Linear;;;0.5413
epoch;100;DWN;2025-05-28 00:45:38;0.0033;0.2533;0.2567;;Wine Quality;Linear;;;0.5389
epoch;100;DWN;2025-05-28 00:46:26;0.0034;0.2466;0.2501;;Wine Quality;Linear;;;0.5310
epoch;100;DWN;2025-05-28 00:47:13;0.0031;0.2548;0.2580;;Wine Quality;Linear;;;0.5343
epoch;100;DWN;2025-05-28 00:48:00;0.0031;0.2655;0.2686;;Wine Quality;Linear;;;0.5114
epoch;100;DWN;2025-05-28 00:48:12;0.0031;0.1337;0.1368;;Statlog (Vehicle Silhouettes);Distributive;;;0.1750
epoch;100;DWN;2025-05-28 00:48:23;0.0035;0.1827;0.1862;;Statlog (Vehicle Silhouettes);Distributive;;;0.1714
epoch;100;DWN;2025-05-28 00:48:34;0.0030;0.1423;0.1453;;Statlog (Vehicle Silhouettes);Distributive;;;0.1500
epoch;100;DWN;2025-05-28 00:48:45;0.0031;0.1329;0.1360;;Statlog (Vehicle Silhouettes);Distributive;;;0.1643
epoch;100;DWN;2025-05-28 00:48:55;0.0031;0.1334;0.1365;;Statlog (Vehicle Silhouettes);Distributive;;;0.1143
epoch;100;DWN;2025-05-28 00:49:07;0.0031;0.2129;0.2160;;Statlog (Vehicle Silhouettes);Distributive;;;0.1429
epoch;100;DWN;2025-05-28 00:49:19;0.0029;0.1877;0.1906;;Statlog (Vehicle Silhouettes);Distributive;;;0.1286
epoch;100;DWN;2025-05-28 00:49:30;0.0026;0.1709;0.1735;;Statlog (Vehicle Silhouettes);Distributive;;;0.1500
epoch;100;DWN;2025-05-28 00:49:42;0.0030;0.1392;0.1421;;Statlog (Vehicle Silhouettes);Distributive;;;0.1536
epoch;100;DWN;2025-05-28 00:49:53;0.0026;0.1615;0.1641;;Statlog (Vehicle Silhouettes);Distributive;;;0.1536
epoch;100;DWN;2025-05-28 00:50:04;0.0030;0.1418;0.1448;;Statlog (Vehicle Silhouettes);Gaussian;;;0.1821
epoch;100;DWN;2025-05-28 00:50:16;0.0032;0.2371;0.2403;;Statlog (Vehicle Silhouettes);Gaussian;;;0.1821
epoch;100;DWN;2025-05-28 00:50:27;0.0030;0.1465;0.1495;;Statlog (Vehicle Silhouettes);Gaussian;;;0.1250
epoch;100;DWN;2025-05-28 00:50:38;0.0033;0.1302;0.1335;;Statlog (Vehicle Silhouettes);Gaussian;;;0.1750
epoch;100;DWN;2025-05-28 00:50:49;0.0029;0.1335;0.1364;;Statlog (Vehicle Silhouettes);Gaussian;;;0.1321
epoch;100;DWN;2025-05-28 00:50:59;0.0031;0.1227;0.1258;;Statlog (Vehicle Silhouettes);Gaussian;;;0.1571
epoch;100;DWN;2025-05-28 00:51:10;0.0031;0.1586;0.1618;;Statlog (Vehicle Silhouettes);Gaussian;;;0.1857
epoch;100;DWN;2025-05-28 00:51:21;0.0029;0.1238;0.1267;;Statlog (Vehicle Silhouettes);Gaussian;;;0.1643
epoch;100;DWN;2025-05-28 00:51:31;0.0030;0.1364;0.1393;;Statlog (Vehicle Silhouettes);Gaussian;;;0.1536
epoch;100;DWN;2025-05-28 00:51:42;0.0037;0.1490;0.1526;;Statlog (Vehicle Silhouettes);Gaussian;;;0.1786
epoch;100;DWN;2025-05-28 00:51:54;0.0028;0.1702;0.1730;;Statlog (Vehicle Silhouettes);Linear;;;0.1464
epoch;100;DWN;2025-05-28 00:52:05;0.0027;0.1305;0.1332;;Statlog (Vehicle Silhouettes);Linear;;;0.1500
epoch;100;DWN;2025-05-28 00:52:15;0.0028;0.1302;0.1330;;Statlog (Vehicle Silhouettes);Linear;;;0.1607
epoch;100;DWN;2025-05-28 00:52:27;0.0032;0.1782;0.1813;;Statlog (Vehicle Silhouettes);Linear;;;0.1607
epoch;100;DWN;2025-05-28 00:52:38;0.0031;0.1695;0.1726;;Statlog (Vehicle Silhouettes);Linear;;;0.1036
epoch;100;DWN;2025-05-28 00:52:49;0.0033;0.1566;0.1599;;Statlog (Vehicle Silhouettes);Linear;;;0.0964
epoch;100;DWN;2025-05-28 00:52:59;0.0030;0.1196;0.1226;;Statlog (Vehicle Silhouettes);Linear;;;0.1214
epoch;100;DWN;2025-05-28 00:53:10;0.0030;0.1232;0.1261;;Statlog (Vehicle Silhouettes);Linear;;;0.1857
epoch;100;DWN;2025-05-28 00:53:22;0.0030;0.1937;0.1967;;Statlog (Vehicle Silhouettes);Linear;;;0.1393
epoch;100;DWN;2025-05-28 00:53:33;0.0025;0.1520;0.1545;;Statlog (Vehicle Silhouettes);Linear;;;0.1500
epoch;100;DWN;2025-05-28 00:53:46;0.0030;0.1527;0.1556;;Maternal Health Risk;Distributive;;;0.7403
epoch;100;DWN;2025-05-28 00:53:58;0.0033;0.1213;0.1246;;Maternal Health Risk;Distributive;;;0.7194
epoch;100;DWN;2025-05-28 00:54:11;0.0032;0.1835;0.1867;;Maternal Health Risk;Distributive;;;0.7313
epoch;100;DWN;2025-05-28 00:54:22;0.0029;0.1308;0.1337;;Maternal Health Risk;Distributive;;;0.7463
epoch;100;DWN;2025-05-28 00:54:34;0.0034;0.1358;0.1392;;Maternal Health Risk;Distributive;;;0.7463
epoch;100;DWN;2025-05-28 00:54:46;0.0033;0.1438;0.1471;;Maternal Health Risk;Distributive;;;0.7493
epoch;100;DWN;2025-05-28 00:54:59;0.0032;0.1938;0.1970;;Maternal Health Risk;Distributive;;;0.7134
epoch;100;DWN;2025-05-28 00:55:12;0.0034;0.1975;0.2010;;Maternal Health Risk;Distributive;;;0.7254
epoch;100;DWN;2025-05-28 00:55:24;0.0031;0.1282;0.1313;;Maternal Health Risk;Distributive;;;0.7582
epoch;100;DWN;2025-05-28 00:55:38;0.0028;0.2560;0.2589;;Maternal Health Risk;Distributive;;;0.7343
epoch;100;DWN;2025-05-28 00:55:49;0.0026;0.1305;0.1331;;Maternal Health Risk;Gaussian;;;0.7433
epoch;100;DWN;2025-05-28 00:56:02;0.0028;0.1698;0.1725;;Maternal Health Risk;Gaussian;;;0.7433
epoch;100;DWN;2025-05-28 00:56:13;0.0027;0.1321;0.1348;;Maternal Health Risk;Gaussian;;;0.7075
epoch;100;DWN;2025-05-28 00:56:26;0.0029;0.1627;0.1656;;Maternal Health Risk;Gaussian;;;0.7075
epoch;100;DWN;2025-05-28 00:56:38;0.0030;0.1405;0.1435;;Maternal Health Risk;Gaussian;;;0.6985
epoch;100;DWN;2025-05-28 00:56:51;0.0032;0.2196;0.2228;;Maternal Health Risk;Gaussian;;;0.7104
epoch;100;DWN;2025-05-28 00:57:03;0.0033;0.1616;0.1649;;Maternal Health Risk;Gaussian;;;0.6925
epoch;100;DWN;2025-05-28 00:57:15;0.0033;0.1252;0.1285;;Maternal Health Risk;Gaussian;;;0.7493
epoch;100;DWN;2025-05-28 00:57:27;0.0031;0.1440;0.1471;;Maternal Health Risk;Gaussian;;;0.6866
epoch;100;DWN;2025-05-28 00:57:39;0.0033;0.1614;0.1646;;Maternal Health Risk;Gaussian;;;0.7164
epoch;100;DWN;2025-05-28 00:57:53;0.0032;0.2305;0.2338;;Maternal Health Risk;Linear;;;0.7224
epoch;100;DWN;2025-05-28 00:58:05;0.0031;0.1322;0.1353;;Maternal Health Risk;Linear;;;0.6985
epoch;100;DWN;2025-05-28 00:58:17;0.0031;0.1551;0.1582;;Maternal Health Risk;Linear;;;0.7284
epoch;100;DWN;2025-05-28 00:58:29;0.0030;0.1630;0.1660;;Maternal Health Risk;Linear;;;0.7134
epoch;100;DWN;2025-05-28 00:58:41;0.0032;0.1271;0.1303;;Maternal Health Risk;Linear;;;0.6776
epoch;100;DWN;2025-05-28 00:58:52;0.0030;0.1221;0.1251;;Maternal Health Risk;Linear;;;0.7164
epoch;100;DWN;2025-05-28 00:59:05;0.0029;0.1910;0.1939;;Maternal Health Risk;Linear;;;0.6866
epoch;100;DWN;2025-05-28 00:59:17;0.0032;0.1222;0.1255;;Maternal Health Risk;Linear;;;0.7075
epoch;100;DWN;2025-05-28 00:59:30;0.0028;0.1958;0.1987;;Maternal Health Risk;Linear;;;0.7164
epoch;100;DWN;2025-05-28 00:59:41;0.0033;0.1358;0.1391;;Maternal Health Risk;Linear;;;0.7045
epoch;100;DWN;2025-05-28 00:59:50;0.0035;0.2083;0.2118;;Glass Identification;Distributive;;;0.6761
epoch;100;DWN;2025-05-28 00:59:57;0.0028;0.1461;0.1489;;Glass Identification;Distributive;;;0.7183
epoch;100;DWN;2025-05-28 01:00:04;0.0029;0.1502;0.1532;;Glass Identification;Distributive;;;0.6197
epoch;100;DWN;2025-05-28 01:00:11;0.0028;0.1931;0.1960;;Glass Identification;Distributive;;;0.6338
epoch;100;DWN;2025-05-28 01:00:19;0.0030;0.1504;0.1534;;Glass Identification;Distributive;;;0.6901
epoch;100;DWN;2025-05-28 01:00:26;0.0025;0.1898;0.1923;;Glass Identification;Distributive;;;0.6338
epoch;100;DWN;2025-05-28 01:00:33;0.0028;0.1846;0.1874;;Glass Identification;Distributive;;;0.6197
epoch;100;DWN;2025-05-28 01:00:40;0.0029;0.1355;0.1383;;Glass Identification;Distributive;;;0.6761
epoch;100;DWN;2025-05-28 01:00:47;0.0033;0.1273;0.1306;;Glass Identification;Distributive;;;0.6901
epoch;100;DWN;2025-05-28 01:00:55;0.0030;0.2096;0.2126;;Glass Identification;Distributive;;;0.5493
epoch;100;DWN;2025-05-28 01:01:03;0.0030;0.2849;0.2879;;Glass Identification;Gaussian;;;0.6761
epoch;100;DWN;2025-05-28 01:01:10;0.0030;0.1918;0.1948;;Glass Identification;Gaussian;;;0.6479
epoch;100;DWN;2025-05-28 01:01:17;0.0027;0.1280;0.1307;;Glass Identification;Gaussian;;;0.5915
epoch;100;DWN;2025-05-28 01:01:25;0.0032;0.2676;0.2707;;Glass Identification;Gaussian;;;0.6620
epoch;100;DWN;2025-05-28 01:01:32;0.0037;0.1195;0.1232;;Glass Identification;Gaussian;;;0.5775
epoch;100;DWN;2025-05-28 01:01:39;0.0031;0.1470;0.1501;;Glass Identification;Gaussian;;;0.6056
epoch;100;DWN;2025-05-28 01:01:46;0.0030;0.1503;0.1533;;Glass Identification;Gaussian;;;0.6620
epoch;100;DWN;2025-05-28 01:01:53;0.0026;0.1611;0.1638;;Glass Identification;Gaussian;;;0.6479
epoch;100;DWN;2025-05-28 01:02:00;0.0029;0.1431;0.1460;;Glass Identification;Gaussian;;;0.6197
epoch;100;DWN;2025-05-28 01:02:08;0.0030;0.1569;0.1599;;Glass Identification;Gaussian;;;0.7042
epoch;100;DWN;2025-05-28 01:02:15;0.0028;0.1758;0.1786;;Glass Identification;Linear;;;0.6338
epoch;100;DWN;2025-05-28 01:02:22;0.0039;0.1304;0.1343;;Glass Identification;Linear;;;0.6901
epoch;100;DWN;2025-05-28 01:02:29;0.0032;0.1431;0.1463;;Glass Identification;Linear;;;0.6761
epoch;100;DWN;2025-05-28 01:02:36;0.0028;0.1636;0.1664;;Glass Identification;Linear;;;0.5915
epoch;100;DWN;2025-05-28 01:02:43;0.0028;0.1360;0.1388;;Glass Identification;Linear;;;0.6901
epoch;100;DWN;2025-05-28 01:02:50;0.0030;0.1452;0.1481;;Glass Identification;Linear;;;0.6338
epoch;100;DWN;2025-05-28 01:02:58;0.0031;0.2272;0.2303;;Glass Identification;Linear;;;0.6761
epoch;100;DWN;2025-05-28 01:03:05;0.0031;0.2090;0.2121;;Glass Identification;Linear;;;0.6338
epoch;100;DWN;2025-05-28 01:03:12;0.0026;0.1260;0.1286;;Glass Identification;Linear;;;0.6620
epoch;100;DWN;2025-05-28 01:03:20;0.0025;0.1435;0.1460;;Glass Identification;Linear;;;0.5775
epoch;100;DWN;2025-05-28 02:20:04;0.0042;49.0610;49.0652;;MNIST;Distributive;;;0.7901
epoch;100;DWN;2025-05-28 03:35:47;0.0057;51.0244;51.0300;;MNIST;Distributive;;;0.7986
epoch;100;DWN;2025-05-28 04:51:37;0.0047;50.3153;50.3200;;MNIST;Distributive;;;0.7910
epoch;1;Wisard;2025-05-28 04:54:34;52.3374;28209.5029;28261.8403;;MNIST;Scatter Code;100;50;11.27
epoch;1;Wisard;2025-05-28 04:55:08;0.2847;15.0989;15.3836;;Optical Recognition of Handwritten Digits;Scatter Code;100;50;10.3
epoch;1;Wisard;2025-05-28 04:55:29;0.2906;15.1594;15.4500;;Optical Recognition of Handwritten Digits;Scatter Code;100;50;10.3
epoch;1;Wisard;2025-05-28 04:55:51;0.2903;15.4311;15.7214;;Optical Recognition of Handwritten Digits;Scatter Code;100;50;10.3
epoch;1;Wisard;2025-05-28 04:56:13;0.2869;15.1466;15.4336;;Optical Recognition of Handwritten Digits;Scatter Code;100;50;10.3
epoch;1;Wisard;2025-05-28 04:56:35;0.2855;15.2894;15.5749;;Optical Recognition of Handwritten Digits;Scatter Code;100;50;10.3
epoch;1;Wisard;2025-05-28 04:56:57;0.2796;15.1145;15.3941;;Optical Recognition of Handwritten Digits;Scatter Code;100;50;10.3
epoch;1;Wisard;2025-05-28 04:57:19;0.2777;15.3000;15.5777;;Optical Recognition of Handwritten Digits;Scatter Code;100;50;10.3
epoch;1;Wisard;2025-05-28 04:57:40;0.2920;15.1185;15.4105;;Optical Recognition of Handwritten Digits;Scatter Code;100;50;10.3
epoch;1;Wisard;2025-05-28 04:58:02;0.3040;15.3153;15.6194;;Optical Recognition of Handwritten Digits;Scatter Code;100;50;10.3
epoch;1;Wisard;2025-05-28 04:58:24;0.2888;15.4992;15.7880;;Optical Recognition of Handwritten Digits;Scatter Code;100;50;10.3
epoch;1;Wisard;2025-05-28 04:58:31;0.0037;0.0121;0.0158;;Image Segmentation;Scatter Code;100;50;10.0
epoch;1;Wisard;2025-05-28 04:58:37;0.0035;0.0133;0.0168;;Image Segmentation;Scatter Code;100;50;10.0
epoch;1;Wisard;2025-05-28 04:58:43;0.0034;0.0132;0.0165;;Image Segmentation;Scatter Code;100;50;10.0
epoch;1;Wisard;2025-05-28 04:58:49;0.0050;0.0116;0.0166;;Image Segmentation;Scatter Code;100;50;10.0
epoch;1;Wisard;2025-05-28 04:58:55;0.0034;0.0138;0.0172;;Image Segmentation;Scatter Code;100;50;10.0
epoch;1;Wisard;2025-05-28 04:59:01;0.0033;0.0115;0.0149;;Image Segmentation;Scatter Code;100;50;10.0
epoch;1;Wisard;2025-05-28 04:59:07;0.0036;0.0116;0.0151;;Image Segmentation;Scatter Code;100;50;10.0
epoch;1;Wisard;2025-05-28 04:59:13;0.0036;0.0134;0.0170;;Image Segmentation;Scatter Code;100;50;10.0
epoch;1;Wisard;2025-05-28 04:59:19;0.0034;0.0147;0.0181;;Image Segmentation;Scatter Code;100;50;10.0
epoch;1;Wisard;2025-05-28 04:59:25;0.0034;0.0141;0.0175;;Image Segmentation;Scatter Code;100;50;10.0
epoch;100;DWN;2025-05-28 06:05:18;0.0048;46.9436;46.9485;;MNIST;Distributive;;;0.7905
